Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Vendor	Vendor Item Number	Tax When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax When Sold	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	Price Level A, Qty Break 1	Price Level B, Qty Break 1	Price Level C, Qty Break 1	Price Level D, Qty Break 1	Price Level E, Qty Break 1	Price Level F, Qty Break 1	Price Level A, Qty Break 2	Price Level B, Qty Break 2	Price Level C, Qty Break 2	Price Level D, Qty Break 2	Price Level E, Qty Break 2	Price Level F, Qty Break 2	Price Level A, Qty Break 3	Price Level B, Qty Break 3	Price Level C, Qty Break 3	Price Level D, Qty Break 3	Price Level E, Qty Break 3	Price Level F, Qty Break 3	Price Level A, Qty Break 4	Price Level B, Qty Break 4	Price Level C, Qty Break 4	Price Level D, Qty Break 4	Price Level E, Qty Break 4	Price Level F, Qty Break 4	Price Level A, Qty Break 5	Price Level B, Qty Break 5	Price Level C, Qty Break 5	Price Level D, Qty Break 5	Price Level E, Qty Break 5	Price Level F, Qty Break 5	Inactive Item	Standard Cost	Default Ship/Sell Location	Default Recvd/Auto Location	Brand	Weight	Unit of Weight	Web Description	Sold in Web Store	Web Store Price	Item Record ID	Track Serial Number	Warranty Applies when Sold	Warranty Period	Unit of Warranty Period	Kit Item
Speed Prt 850930 25' Extension	Speedotron 25' Extension Cable	B	S			45399	55399		Speedotron 25' Light Unit Extension Cable	X							Promark Brands (X)	850930		Each	1	0		$218.95	Each	T	1	0	0	0	0	0	218.95	218.95	218.95	218.95	218.95	218.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$130.97				0	Pound		N	218.95	6286	N	N	0	days	
Speedclip 1-1/4	Speedclip 1-1/4"	B	S			43305	61105										Bulbtronics, Entertainment Division	0081901		Each	1	0		$6.97	Each	T	1	0	0	0	0	0	6.97	6.97	6.97	6.97	6.97	6.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.23				0	Pound		N	6.97	7267	N	N	0	days	
Stap 116657	Manila File Folders 100 Box	B					69740		Staples Manila File Folders, Letter, 3 Tab, Assorted Position, 100/Box	X							Staples	116657	T	Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$6.59				0	Pound		N	0.00	6357	N	N	0	days	
Stap 123729	Bic Round Stic Ballpoint Pens	B	S			45199	55199		BIC Round Stic Ballpoint Pens, Fine Point, Black, Dozen	X							Staples	123729	T	Each	1	0		$1.72	Each	T	1	0	0	0	0	0	1.72	1.72	1.72	1.72	1.72	1.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$1.29				0	Pound		N	1.72	6352	N	N	0	days	
Stap 209999	Laser Address Labels 1"x2 5/8"	B					69740		Avery 5260 White Laser Address Labels with Easy Peel 1" x 2 5/8" 750/Box	X							Staples	209999	T	Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.99				0	Pound		N	0.00	6356	N	N	0	days	
Stap 520031	Economy View Binder 1/2"	B	S			45199	55199		1/2" Avery Economy View Binders with Round Rings, White	X							Staples	520031	T	Each	1	0		$3.98	Each	T	1	0	0	0	0	0	3.98	3.98	3.98	3.98	3.98	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$2.99				0	Pound		N	3.98	6354	N	N	0	days	
Stap 764098	Raid Ant & Roach Killer	B	S			45199	55199										Staples	764098	T	Each	1	0		$7.97	Each	T	1	0	0	0	0	0	7.97	7.97	7.97	7.97	7.97	7.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.99				0	Pound		N	7.97	6351	N	N	0	days	
Stap 791815	Manager's Chair, Fabric, Black	B					69740		Staples Lockridge Fabric Manager's Chair, Black	X							Staples	791815	T	Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$39.99				0	Pound		N	0.00	6355	N	N	0	days	
Stap 807732	Binder, simply View 1"	B	S			45199	55199		1" Simply View Binder with Round Rings, White	X							Staples	807732	T	Each	1	0		$3.98	Each	T	1	0	0	0	0	0	3.98	3.98	3.98	3.98	3.98	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$2.99				0	Pound		N	3.98	6353	N	N	0	days	
Staples 438614 Check Envelopes	Staples 8-5/8 Check Envelopes Box 500	B					69740										Staples	438614	T	Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$47.99				0	Pound		N	0.00	8236	N	N	0	days	
Steel	Discription	B					53199														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1849	N	N	0	days	
Steel 1 X 1 X1/8 Angle	1" X 1" X 1/8" X20'Steel Angle	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1825	N	N	0	days	
Steel 1 X 1/8  X 16' Bar	1" X 1/8" X 16' Steel Bar	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1826	N	N	0	days	
Steel 1-1/2 X 1-1/2 X 1/8 X 24	Steel 1-1/2 X 1-1/2 X 1/8 X 24	B					63998													Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	2351	N	N	0	days	
Steel 1-1/4 X 1-1/4X 24'	1-1/4 X 1-1/4X 24'   14 Ga.	B					63998													Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	2039	N	N	0	days	
Steel 1-1/4 X 1/8" Bar	1-1/4 X 1/8" X 12' Bar Stock	B					63998													Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	2040	N	N	0	days	
Steel 1" Channel	1" X 1/2" X 1/8" Channel Stock	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1823	N	N	0	days	
Steel 1" Sq X 14Ga	1" X 1" X 14 Ga. Steel Stock	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1824	N	N	0	days	
Steel 1/2 X 1/8 X 16' Bar	1/2" X 1/8" X 16' Steel Bar	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1827	N	N	0	days	
Steel 3/4 X 3/4 Bar	Solid Bar Stock 3/4 X 3/4 X24'	B					63998														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	1822	N	N	0	days	
Strobe, ST-500	MBT Hanging Strobe	B	S			45399	61105										Barbizon Lighting Company	ST-500		Each	1	0		$26.00	Each		1	0	0	0	0	0	26	10.5	10.5	10.5	10.5	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	26.00	2004	N	N	0	days	
Strobe, ST-670	MBT, Egg STrobe,	B	S			45399	61105										Barbizon Lighting Company	ST-670		Each	1	0		$26.00	Each		1	0	0	0	0	0	26	26	26	26	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	26.00	2005	N	N	0	days	
SWP Acc Belt Nylon Inv	Setwear Nylon Belt 2" - Up To 48" Waist	B	S	I	15105	45295	55295	2ef8259d8be3234247d7bb5966260b91.jpg	Setwear 2" Nylon Belt- Up To 48" Waist								SetWear Products, Inc.	SW-05-521		Each	1	1	1	$14.95	Each	T	1	0	0	0	0	0	14.95	11.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$8.97			Setwear	1	Pound	Simple, durable and ready to go, this belt's a must in everyone's arsenal of tools. Clip on to it, hand tools from it, add pouches to it; whatever your choice, this belt is a great start to build your custom set-up.	Y	11.49	3771	N	N	0	days	
SWP Acc Belt Padded 008 Inv	Setwear Padded Belt 2" Small / Medium	B	S	I	15105	45295	55295	4cc698016fff535dbd03f4d19ff4e983.jpg	Setwear 2" Padded Belt - Small/Medium 32" Waist and Under	X							SetWear Products, Inc.	SW-05-540		Each	1	1	1	$28.95	Each	T	1	0	0	0	0	0	28.95	22.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.37			Setwear	1	Pound	<p>This 2" belt is padded all the way around and adjustable with our tri-ring system for ultimate comfort. Also equipped with a quick release buckle and an adjustable waist.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Fully Adjustable</span></li> <li><span style="line-height: 1.4;">Completely Padded</span></li> </ul>	Y	22.49	5715	N	N	0	days	
SWP Acc Belt Padded 010 Inv	Setwear Padded Belt 2" Large / Extra Large	B	S	I	15105	45295	55295	b3a818aa0e1ec2572ef3ca10537af289.jpg	Setwear 2" Padded Belt - Large/Extra-Large 33" Waist and Above	X							SetWear Products, Inc.	SW-05-520		Each	1	1	1	$28.95	Each	T	1	0	0	0	0	0	28.95	22.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.37			Setwear	1	Pound	<p>This 2" belt is padded all the way around and adjustable with our tri-ring system for ultimate comfort. Also equipped with a quick release buckle and an adjustable waist.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Fully Adjustable</span></li> <li><span style="line-height: 1.4;">Completely Padded</span></li> </ul>	Y	22.49	5716	N	N	0	days	
SWP Acc Belt Smart 008 Inv (X)	(X) Setwear Smart Back Belt Small/Medium	B	S	I	15105	45295	55295	55dc0136d2dbe284801f2e7d7181261c_6685a6e2-7dd1-43f3-ae71-fca9dc0e2300.jpg						854685050580			SetWear Products, Inc.	SMB-05-008		Each	1	0	0	$54.95	Each	T	1	0	0	0	0	0	54.95	42.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$32.97			Setwear	1	Pound	<p>The only fitness belt on the market that utilizes the patented BOA two-finger speed dial for fine-tune waist adjustment and also incorporates lumbar support. It has a lightly padded breathable sweat absorbing liner and a hook-n-loop strap with a heavy duty steel roller buckle.</p> <p>Tighten the BOA dial for those heavy lifts and pull it out when you need to breathe.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">The Patented BOA Two-Finger Speed Dial.</span></li> <li><span style="line-height: 1.4;">3-D Lumbar Support.</span></li> <li><span style="line-height: 1.4;">Contoured Nylon Outer Shell.</span></li> <li><span style="line-height: 1.4;">Lightly Padded Sweat Absorbing Liner.</span></li> <li><span style="line-height: 1.4;">Heavy Duty Steel Roller Buckle.</span></li> </ul>	N	42.49	8031	N	N	0	days	
SWP Acc Belt Smart 010 Inv	Setwear Smart Back Belt Large / Extra Large	B	S	I	15105	45295	55295	55dc0136d2dbe284801f2e7d7181261c.jpg									SetWear Products, Inc.	SMB-05-010		Each	1	2	1	$54.95	Each	T	1	0	0	0	0	0	54.95	42.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$32.97			Setwear	1	Pound	<p>The only fitness belt on the market that utilizes the patented BOA two-finger speed dial for fine-tune waist adjustment and also incorporates lumbar support. It has a lightly padded breathable sweat absorbing liner and a hook-n-loop strap with a heavy duty steel roller buckle.</p> <p>Tighten the BOA dial for those heavy lifts and pull it out when you need to breathe.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">The Patented BOA Two-Finger Speed Dial.</span></li> <li><span style="line-height: 1.4;">3-D Lumbar Support.</span></li> <li><span style="line-height: 1.4;">Contoured Nylon Outer Shell.</span></li> <li><span style="line-height: 1.4;">Lightly Padded Sweat Absorbing Liner.</span></li> <li><span style="line-height: 1.4;">Heavy Duty Steel Roller Buckle.</span></li> </ul>	Y	42.49	8032	N	N	0	days	
SWP Acc Clip Logo Glove Inv	Setwear Logo Glove Clip	B	S	I	15105	45295	55295	f890dd9ed11c1370c21fad7894d7873d.jpg	Setwear Logo Glove Clip								SetWear Products, Inc.	SW-05-532		Each	1	2	1	$9.95	Each	T	1	0	0	0	0	0	9.95	7.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.97			Setwear	0.5	Pound	Setwear Logo Glove Clip	Y	7.49	8033	N	N	0	days	
SWP Acc Clip Tool Leash Inv	Setwear Tool Leash Black	B	S	I	15105	45295	55295	22e960a74abda3de2ce8d70c2eae5de8.jpg	Setwear Tool Leash - Black								SetWear Products, Inc.	SW-05-502		Each	1	2	1	$21.95	Each	T	1	0	0	0	0	0	21.95	17.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$13.17			Setwear	1	Pound	<p>Polyurethane cord with a nylon core gives it durability and amazing memory! Comes with a wristband.</p> <p>Great for working above ground and/or underwater. <em>(Tool not included)</em></p>	Y	17.49	3766	N	N	0	days	
SWP Acc Pouch 2 Pocket Light Clearance	Setwear 2 Pocket Light Pouch		S			45295		SW-LightPouch2Pkts.jpg	Setwear 2 Pocket Light Pouch	X														$25.95	Each	T	1	0	0	0	0	0	25.95	25.95	25.95	25.95	25.95	25.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N				Setwear	2	Pound		N	25.95	5714	N	N	0	days	
SWP Acc Pouch 2-Way Radio Inv	Setwear 2-Way Radio Pouch	B	S	I	15105	45295	55295	465a1670298e301eec3a48e2851533d3.jpg	Setwear 2-Way Radio Pouch								SetWear Products, Inc.	SW-05-529		Each	1	2	1	$23.95	Each	T	1	0	0	0	0	0	23.95	18.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$14.37			Setwear	1	Pound	<p>Simple, yet effective, our radio pouch holds an array of different sized radios and lopps right onto your belt. Elastic strap and button keeps everything where it should be.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Fits up to 3" belts</span></li> <li><span style="line-height: 1.4;">Fits most standard sized radio</span></li> </ul>	Y	18.49	8042	N	N	0	days	
SWP Acc Pouch AC Jumbo Inv	Setwear Jumbo AC Pouch	B	S	I	15105	45295	55295	37ef1c5c8af680c2df2d6baf0f6d1576.jpg	Setwear Jumbo AC Pouch - 7" x 8.5"								SetWear Products, Inc.	SW-05-515		Each	1	2	1	$34.95	Each	T	1	0	0	0	0	0	34.95	27.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$20.97			Setwear	1	Pound	<p>Carry everything you need in one pouch! This Jumbo A/C pouch will hold your Sharpies, pens, pencils, Palm Pilot, Mini-Mag lights, notepads, and more. Velcro flap keeps everything secure along with a plastic hollk on the side for additional storage.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">7" Tall x 8.5" Wide</span></li> <li><span style="line-height: 1.4;">Durable &amp; lightweight</span></li> <li><span style="line-height: 1.4;">Auto Open</span></li> </ul>	Y	27.49	8036	N	N	0	days	
SWP Acc Pouch AC Small Inv	Setwear Small AC Pouch	B	S	I	15105	45295	55295	e7a9be3a4db6a7ce02a9c13e172b404c.jpg	Setwear Small AC Pouch - 7" x 7.5"								SetWear Products, Inc.	SW-05-509		Each	1	2	1	$26.95	Each	T	1	0	0	0	0	0	26.95	21.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$16.17			Setwear	1	Pound	<p>Carry everything you need in one pouch! Our Small A/C pouch will hold your Sharpies, pens, pencils, palm pilots, mini-mag lights, notepads, and more. Velcro flap keeps everything secure along with a plastic hook on the side for additional storage. Slide onto belts up to 3" sewn loop.</p> <p><strong> Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Size: 7" Tall x 7.5" Wide</span></li> <li><span style="line-height: 1.4;">Durable &amp; Lightweight</span></li> <li><span style="line-height: 1.4;">Auto Open</span></li> </ul>	Y	21.49	8035	N	N	0	days	
SWP Acc Pouch Chest iPad Inv	Setwear iPad Chest Pack	B	S	I	15105	45295	55295	f9fea11c8a4ddfec69f06e18682a1fe2.jpg	Setwear iPad Hands Free Radio Chest Pack 9" x 8.5"	X							SetWear Products, Inc.	SW-05-539		Each	1	2	3	$54.95	Each	T	1	0	0	0	0	0	54.95	42.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$32.97			Setwear	1	Pound	<p>All the great features of our original Radio Chest Pack, with the bonus of being able to protect, carry, and use your iPad hands-free.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">8" Tall x 8.5" Wide</span></li> <li><span style="line-height: 1.4;">One quick release buckle and your in or out</span></li> <li><span style="line-height: 1.4;">2" nylon shoulder straps for added comfort</span></li> <li><span style="line-height: 1.4;">Two flap over storage compartments to keep your items close to your chest and also a pen/pencil slot in the middle. (This slot also holds a size AAA mini mag-lite.) </span></li> <li><span style="line-height: 1.4;">Tri-ring adjustment strap system for all shapes and sizes.</span></li> <li><span style="line-height: 1.4;">Strong durable construction.</span></li> </ul>	Y	42.49	6816	N	N	0	days	
SWP Acc Pouch Chest Pack Radio Inv	Setwear Radio Chest Pack	B	S	I	15105	45295	55295	580be5e9a8d672437a333fbf75fb0187.jpg	Setwear Radio Chest Pack								SetWear Products, Inc.	SW-05-538		Each	1	4	2	$34.95	Each	T	1	0	0	0	0	0	34.95	27.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$20.97			Setwear	1	Pound	<p>The most comfortable chest pack you'll ever wear. This one features an adjustable radio pouch, 2" shoulder straps, tri-ring adjustable strap system, and quick release buckles. There are 2 fold over compartments that keep everything else secure as well.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Fully adjustable</span></li> <li><span style="line-height: 1.4;">Extra compartments</span></li> </ul>	Y	27.49	8044	N	N	0	days	
SWP Acc Pouch Grip Small Clearance	Setwear Small Grip Pouch		S			45199																		$25.95	Each	T	1	0	0	0	0	0	25.95	25.95	25.95	25.95	25.95	25.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N				Setwear	2	Pound		N	25.95	3776	N	N	0	days	
SWP Acc Pouch Mini Flashlight Inv	Setwear Mini Flashlight Pouch	B	S	I	15105	45295	55295	5b9d6a87c6dae694553d5a2ed6a9f5f6.jpg	Setwear Mini Flashlight Pouch								SetWear Products, Inc.	SW-05-527		Each	1	2	1	$14.95	Each	T	1	0	0	0	0	0	14.95	11.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$8.97			Setwear	1	Pound	<p>A necessity on set for most every professional below the line....the flashlight. What better way to keep yours securely at your side at all times than with this convenient pouch.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Size: 6" Tall x 2" Wide x 2" Long</span></li> <li><span style="line-height: 1.4;">Secure belt clip</span></li> </ul>	Y	11.49	8040	N	N	0	days	
SWP Acc Pouch Smart Phone Inv	Setwear Smart Phone Pouch	B	S	I	15105	45295	55295	a9aaeccf8c5a83d6ee22098766b72700.jpg									SetWear Products, Inc.	SW-05-510		Each	1	2	1	$18.95	Each	T	1	0	0	0	0	0	18.95	14.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.37			Setwear	1	Pound	<p>Heavy duty nylon construction. Specifically designed for your smartphone. This pouch features 2 options to secure it to your belt or bag and is very durable in order to protect that expensive phone. This one is a must have! It also has front pockets to hold your ID, credit cards, etc....</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Heavy duty nylon construction</span></li> <li><span style="line-height: 1.4;">Front pocket for ID, credit cards, Etc.</span></li> </ul> <p><em>*Does not fit larger smart phones such as Samsung Galaxy S, iPhone 6-Plus, etc.</em></p>	Y	14.49	8037	N	N	0	days	
SWP Acc Pouch Tape Measure Holder Inv	Setwear Tape Measure Holder Large	B	S	I	15105	45295	55295	5e6a351b9c0ce32478c3ae05d1dcb982.jpg	Setwear 25' -33' Tape Measure Holder								SetWear Products, Inc.	SW-05-534		Each	1	2	1	$12.95	Each	T	1	0	0	0	0	0	12.95	9.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$7.77			Setwear	1	Pound	<p>Lightweight and durable. This tape measure holder secures using a hook/loop strap.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Fits Most Belts</span></li> <li><span style="line-height: 1.4;">Holds a 25'-33' tape measure. <em>(Tape measure not included)</em></span></li> </ul>	Y	9.99	8043	N	N	0	days	
SWP Acc Pouch Tool Combo Inv	Setwear Combo Tool Pouch	B	S	I	15105	45295	55295	bd04b81e14535bf8724af70fcabd36ed.jpg	Setwear Combo Tool Pouch								SetWear Products, Inc.	SW-05-514		Each	1	2	1	$31.95	Each	T	1	0	0	0	0	0	31.95	24.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$19.17			Setwear	1	Pound	<p>Our most popular pouch to date. The combo Tool Pouch holds up to 33' tape measure, has a glove clip on the side and gives you enough room to keep your most used tools on you at all times. Slide onto belts up to 3" sewn loop</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">7.5" Tall x 6.5" Wide</span></li> <li><span style="line-height: 1.4;">Glove clip included</span></li> <li><span style="line-height: 1.4;">Auto Open</span></li> </ul>	Y	24.49	8039	N	N	0	days	
SWP Acc Pouch Tool Inv	Setwear Tool Pouch - 7.5" x 6.5"	B	S	I	15105	45295	55295	bae5c766518836e6127f4bc3d9642a68.jpg	Setwear Tool Pouch - 7.5" x 6.5"								SetWear Products, Inc.	SW-05-513		Each	1	2	1	$29.95	Each	T	1	0	0	0	0	0	29.95	23.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$17.97			Setwear	1	Pound	<p>Great low key design. Front pocket for easy access. Side webbing strip additional storage.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">Size: 7.5" x 6.5"</span></li> <li><span style="line-height: 1.4;">Extra compartments</span></li> <li><span style="line-height: 1.4;">Auto Open</span></li> </ul>	Y	23.49	8038	N	N	0	days	
SWP Acc Pouch Tool Mini Inv	Setwear Mini Tool Pouch - 8" x 4"	B	S	I	15105	45295	55295	e31cfcdaf8e18186b8911915c3f6e521.jpg	Setwear Mini Tool Pouch - 8" x 4"								SetWear Products, Inc.	SW-05-528		Each	1	2	1	$18.95	Each	T	1	0	0	0	0	0	18.95	14.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.37			Setwear	1	Pound	<p>Perfect for your small tools, pens, phone, and more. Our Mini Tool pouch comes with a three-tiered pocket, hook and loop closure, and clips easily to your belt or bag.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">8" Tall x 4" Wide</span></li> <li><span style="line-height: 1.4;">Side onto belts up to 3" sewn loop</span></li> </ul>	Y	14.49	8041	N	N	0	days	
SWP Acc Pouch Utility Inv	Setwear Utility Pouch	B	S	I	15105	45295	55295	efce74a78fb2420555b63789f1907e53.jpg	Setwear Utility Pouch								SetWear Products, Inc.	SW-05-504		Each	1	2	1	$18.95	Each	T	1	0	0	0	0	0	18.95	14.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.37			Setwear	1	Pound	<p>Perfect for your small tools, pens, phone, and more. Our utility pouch comes with a three-tiered pocket, hook and loop closure and clips easily to your belt or bag.</p> <p><strong>Features: </strong></p> <ul> <li><span style="line-height: 1.4;">7" Tall x 3" Wide</span></li> <li><span style="line-height: 1.4;">Secure belt clip</span></li> <li><span style="line-height: 1.4;">Auto Open</span></li> </ul>	Y	14.49	8034	N	N	0	days	
SWP Gloves Cotton Men	Setwear Cotton Gloves Men (Special Order)	B	S			45199	55199	SWC-CottonGloves.jpg	Setwear Cotton Gloves (Men) Pack of 12	X							SetWear Products, Inc.	SWC-00 M		Each	1	0		$9.95	Each	T	1	0	0	0	0	0	9.95	9.95	9.95	9.95	9.95	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.97			Setwear	2	Pound		N	9.95	5725	N	N	0	days	
SWP Gloves Cotton Women	Setwear Cotton Gloves Women (Special Order)	B	S			45199	55199	SWC-CottonGloves.jpg	Setwear Cotton Gloves (Women) Pack of 12	X							SetWear Products, Inc.	SWC-00 F		Each	1	0		$9.95	Each	T	1	0	0	0	0	0	9.95	9.95	9.95	9.95	9.95	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$5.97			Setwear	2	Pound		N	9.95	5726	N	N	0	days	
SWP Gloves EZ-Fit Black Inv	Setwear Gloves EZ-Fit Black	B	S	I	15105	45295	55295	9729d281759244413a72eea317a33c94.jpg									SetWear Products, Inc.	SW-05-		Each	1	4	2	$18.95	Each	T	1	0	0	0	0	0	18.95	14.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$11.37			Setwear	0	Pound	<p>This is your #1 choice for value, fit, and comfort. Whether at work or home, this is the perfect all around multipurpose work glove with an incredible fit and easy entry while maintaining great dexterity.</p> <p><em>Extra Small, Small, and Extra Extra Large are Special Order.</em></p>	Y	14.49	7978	N	N	0	days	
